Density,RoomCount
0,4910837,6
0,3978052,8
0,2908093,3
0,3045267,4
0,3909465,6
0,3525377,4
0,3319616,5
0,3786008,7
0,2716049,4
0,3388203,7
0,4197531,7
0,2894376,5
0,266118,5
0,3100137,7
0,4156379,6
0,3607682,5
0,4855967,6
0,2263374,5
0,5198902,7
0,2249657,4
0,3580247,5
0,4458162,8
0,4142661,6
0,2716049,6
0,2990398,5
0,4499314,8
0,18107,2
0,3004115,5
0,3758574,5
0,2578875,3
0,345679,6
0,3292181,5
0,430727,7
0,3827161,7
0,3100137,5
0,3731138,6
0,2455418,5
0,3100137,5
0,3209876,7
0,2853224,5
0,2510288,6
0,3772291,7
0,441701,7
0,3360768,6
0,4554184,8
0,3950617,6
0,3017833,6
0,2935528,4
0,3978052,6
0,4759945,8
0,430727,6
0,3717421,4
0,3580247,8
0,4320988,8
0,3923182,6
0,3072702,6
0,4115226,5
0,3923182,9
0,07681756,1
0,5363511,8
0,2729767,4
0,5322359,8
0,3703704,8
0,3113855,7
0,5555556,8
0,4650206,7
0,3388203,5
0,3443073,6
0,2812071,6
0,3827161,6
0,4430727,6
0,3388203,9
0,2592593,3
0,3305899,4
0,3100137,4
0,4074074,6
0,5377229,9
0,4101509,7
0,3182442,4
0,3717421,4
0,2757202,5
0,399177,7
0,4170096,8
0,436214,11
0,4499314,8
0,4348423,7
0,3964335,6
0,4828532,9
0,4224966,4
0,4046639,7
0,4197531,7
0,2908093,4
0,2729767,5
0,2935528,5
0,340192,4
0,4814815,8
0,4197531,8
0,3388203,7
0,4389575,9
0,4060357,7
0,4115226,6
0,4691358,7
0,5116598,8
0,4801098,6
0,2962963,4
0,3539095,4
0,3017833,7
0,5322359,9
0,2853224,5
0,4005487,6
0,3635117,6
0,340192,5
0,2469136,3
0,3443073,5
0,2620027,5
0,3635117,4
0,4801098,8
0,4005487,7
0,5418381,9
0,3484225,5
0,4691358,9
0,3429355,6
0,3689986,5
0,5089163,8
0,3593964,5
0,4156379,7
0,3127572,4
0,4320988,7
0,3676269,8
0,4183813,6
0,2880659,4
0,3319616,7
0,3868313,8
0,3360768,5
0,3004115,5
0,4320988,6
0,4087791,6
0,4074074,6
0,2537723,6
0,4224966,6
0,5308642,10
0,2853224,4
0,3607682,5
0,4252401,8
0,3580247,6
0,4156379,8
0,5075446,8
0,4622771,7
0,308642,5
0,3525377,7
0,3909465,8
0,4375857,8
0,3415638,7
0,07681756,1
0,3429355,6
0,2016461,3
0,3539095,6
0,5582991,8
0,3731138,5
0,3552812,7
0,5240055,8
0,2482853,5
0,3717421,6
0,5294924,7
0,4060357,9
0,3223594,6
0,4499314,8
0,3168724,6
0,39369,6
0,3840878,6
0,3223594,4
0,3374486,6
0,3580247,7
0,2880659,4
0,5569273,9
0,3223594,5
0,4403292,6
0,3223594,6
0,3758574,6
0,3607682,5
0,297668,5
0,2853224,6
0,3415638,6
0,5281207,8
0,3292181,5
0,3155007,5
0,3744856,4
0,3100137,5
0,3703704,6
0,345679,5
0,3813443,6
0,3429355,5
0,3635117,6
0,3552812,5
0,4115226,5
0,2633745,5
0,4224966,6
0,4060357,6
0,2798354,4
0,2798354,5
0,4238683,7
0,4238683,8
0,218107,3
0,1577503,2
0,3676269,8
0,4595336,8
0,3470508,7
0,399177,7
0,2825789,7
0,4197531,7
0,3964335,6
0,4060357,7
0,3168724,5
0,2277092,4
0,6213992,9
0,4266118,8
0,3017833,5
0,3799726,7
0,340192,5
0,2866941,5
0,09876543,1
0,4183813,7
0,4663923,9
0,4746228,10
0,4773663,8
0,4060357,8
0,4019204,6
0,5102881,10
0,4924554,8
0,4951989,7
0,3017833,5
0,3525377,4
0,388203,7
0,3058985,4
0,4005487,9
0,1714678,4
0,3539095,5
0,3813443,7
0,4526749,8
0,4197531,6
0,4897119,8
0,4348423,5
0,4334705,6
0,170096,4
0,4883402,7
0,3950617,6
0,3593964,7
0,3689986,6
0,3813443,6
0,4128944,6
0,2743484,5
0,3127572,4
0,4128944,5
0,21262,3
0,4142661,8
0,4266118,5
0,2674897,3
0,39369,6
0,2510288,4
0,4019204,4
0,1550069,2
0,3388203,4
0,3415638,5
0,3895748,7
0,4540466,5
0,4074074,6
0,4554184,5
0,3292181,5
0,5651578,8
0,3182442,5
0,4060357,7
0,4142661,8
0,3196159,5
0,4060357,6
0,3607682,4
0,3388203,5
0,473251,6
0,3539095,7
0,2578875,3
0,4458162,6
0,3278464,6
0,4801098,8
0,3799726,6
0,3497942,5
0,3813443,7
0,3827161,6
0,3360768,5
0,4320988,6
0,388203,5
0,4609053,6
0,2455418,3
0,4567901,7
0,4718793,7
0,2962963,5
0,5281207,7
0,2331962,3
0,4156379,7
0,436214,9
0,436214,7
0,2894376,4
0,5651578,11
0,4101509,6
0,4636488,6
0,4910837,8
0,3113855,4
0,303155,4
0,2908093,5
0,4046639,5
0,4211248,9
0,2331962,4
0,2743484,5
0,4650206,8
0,3662551,9
0,3772291,7
0,3347051,4
0,4869685,8
0,4279836,7
0,39369,6
0,3058985,6
0,2469136,4
0,4622771,7
0,3443073,6
0,4170096,8
0,4814815,8
0,2002743,2
0,3196159,5
0,3676269,6
0,4869685,7
0,5116598,7
0,3689986,5
0,4595336,9
0,3758574,7
0,3319616,4
0,4348423,6
0,4032922,6
0,4156379,7
0,4622771,7
0,3237311,5
0,3360768,5
0,297668,4
0,4430727,6
0,4458162,7
0,2853224,6
0,4087791,6
0,3950617,7
0,515775,8
0,4718793,7
0,4828532,6
0,3580247,6
0,3813443,8
0,5144033,8
0,4197531,7
0,3909465,7
0,345679,7
0,4801098,6
0,4266118,8
0,5418381,10
0,3264746,5
0,345679,7
0,4554184,9
0,3374486,5
0,3799726,7
0,2784637,4
0,2482853,4
0,345679,6
0,3429355,6
0,3388203,4
0,3840878,6
0,3415638,5
0,3909465,6
0,4101509,7
0,3703704,6
0,3155007,5
0,3868313,7
0,3429355,5
0,3827161,7
0,4595336,6
0,2921811,4
0,2318244,5
0,3621399,6
0,3854595,5
0,3484225,8
0,3635117,7
0,5089163,7
0,3593964,7
0,4581619,7
0,3744856,6
0,3635117,5
0,4622771,6
0,3717421,8
0,351166,6
0,2208505,2
0,4759945,8
0,2620027,3
0,3566529,7
0,4773663,7
0,4773663,9
0,4019204,5
0,4375857,7
0,2825789,5
0,2139918,4
0,4074074,8
0,5116598,7
0,5226337,9
0,388203,6
0,4211248,6
0,3237311,4
0,2757202,3
0,4499314,7
0,3100137,4
0,4622771,6
0,4869685,7
0,2537723,3
0,3799726,5
0,2949246,4
0,5102881,8
0,3497942,6
0,4444444,8
0,3621399,5
0,2565158,4
0,3621399,6
0,5610425,8
0,3319616,6
0,3292181,5
0,2222222,3
0,3703704,7
0,3978052,5
0,2057613,3
0,3237311,6
0,4211248,8
0,3772291,5
0,4595336,6
0,3662551,7
0,4320988,7
0,4074074,6
0,2633745,4
0,3895748,6
0,1604938,2
0,4046639,7
0,4074074,6
0,4142661,6
0,467764,8
0,3676269,7
0,3209876,5
0,2812071,4
0,4348423,6
0,3045267,5
0,4348423,8
0,2030178,2
0,4979424,8
0,3552812,7
0,3305899,5
0,4540466,7
0,4636488,7
0,1824417,2
0,3854595,8
0,4334705,9
0,3470508,7
0,4032922,7
0,340192,5
0,2866941,4
0,4636488,6
0,2469136,3
0,4595336,6
0,5308642,7
0,1467764,3
0,3950617,6
0,4526749,7
0,4211248,6
0,3868313,6
0,3127572,5
0,5020576,7
0,2729767,4
0,4046639,6
0,3964335,5
0,3786008,5
0,3648834,4
0,345679,4
0,2098765,4
0,3772291,8
0,4540466,10
0,3100137,4
0,4855967,9
0,3100137,5
0,4060357,8
0,467764,7
0,4005487,7
0,5349794,10
0,2894376,7
0,3923182,7
0,4224966,5
0,4924554,8
0,3758574,6
0,430727,6
0,4320988,5
0,3196159,5
0,39369,6
0,3772291,5
0,3593964,5
0,2222222,3
0,3141289,6
0,3415638,5
0,4471879,7
0,4554184,6
0,4320988,6
0,2386831,3
0,399177,8
0,39369,7
0,2757202,5
0,3470508,6
0,4855967,9
0,2880659,4
0,3058985,5
0,3443073,5
0,3758574,5
0,2935528,5
0,3209876,5
0,3333333,8
0,4005487,5
0,4142661,6
0,2935528,5
0,2757202,5
0,3731138,7
0,3237311,8
0,4444444,5
0,3662551,6
0,3978052,7
0,3868313,8
0,4979424,6
0,4471879,7
0,4238683,7
0,5061728,9
0,3429355,6
0,4128944,5
0,2345679,4
0,2716049,4
0,3552812,6
0,4320988,6
0,3731138,7
0,3264746,6
0,5048011,8
0,3497942,8
0,388203,6
0,3429355,4
0,5102881,8
0,303155,5
0,3950617,8
0,4115226,6
0,3648834,6
0,4595336,7
0,1947874,3
0,3772291,7
0,3648834,5
0,4458162,8
0,4814815,6
0,2537723,5
0,3045267,4
0,563786,7
0,2331962,4
0,4266118,7
0,4074074,6
0,5500686,9
0,345679,4
0,4965706,7
0,3278464,6
0,5089163,8
0,3621399,5
0,4855967,8
0,3648834,5
0,467764,8
0,4513032,8
0,3662551,6
0,3264746,6
0,3813443,6
0,3374486,5
0,255144,4
0,2962963,5
0,473251,6
0,3415638,6
0,3895748,6
0,4334705,9
0,3058985,5
0,4032922,7
0,345679,5
0,430727,7
0,4801098,8
0,1865569,3
0,3141289,4
0,430727,6
0,4540466,8
0,3703704,5
0,3113855,4
0,3045267,3
0,4156379,9
0,3593964,5
0,3648834,8
0,3964335,7
0,2798354,4
0,3017833,4
0,3840878,5
0,3223594,4
0,4759945,8
0,4060357,8
0,4540466,9
0,3635117,5
0,1563786,2
0,4965706,10
0,4101509,6
0,2880659,4
0,3978052,7
0,3689986,6
0,3223594,5
0,4444444,7
0,255144,5
0,3648834,6
0,3497942,6
0,4128944,7
0,4128944,6
0,4252401,6
0,2990398,4
0,3552812,5
0,308642,5
0,351166,5
0,5336077,8
0,4197531,6
0,2098765,4
0,4485597,7
0,4595336,6
0,4128944,8
0,3648834,7
0,4019204,7
0,3978052,5
0,3045267,5
0,3360768,6
0,4663923,6
0,3799726,6
0,3360768,5
0,3566529,6
0,3827161,7
0,2331962,4
0,436214,6
0,2866941,4
0,3237311,5
0,2578875,3
0,4403292,7
0,2880659,4
0,4746228,10
0,4334705,8
0,4266118,6
0,4458162,6
0,39369,5
0,308642,6
0,4567901,6
0,3703704,6
0,4224966,7
0,4128944,7
0,3360768,4
0,2894376,5
0,3758574,5
0,4828532,8
0,5048011,11
0,39369,6
0,430727,8
0,3758574,5
0,2510288,3
0,3580247,5
0,345679,5
0,3113855,4
0,4554184,8
0,3552812,8
0,4060357,7
0,3072702,5
0,5514404,9
0,473251,8
0,3703704,5
0,4869685,8
0,3443073,4
0,3923182,6
0,3635117,4
0,303155,4
0,4705075,8
0,5006859,8
0,3909465,7
0,436214,9
0,3854595,4
0,4005487,6
0,3292181,5
0,2784637,5
0,3731138,5
0,2784637,5
0,4211248,7
0,3155007,6
0,4101509,7
0,2716049,4
0,4060357,6
0,4238683,6
0,2990398,5
0,3827161,5
0,2921811,4
0,2894376,4
0,3155007,5
0,467764,10
0,303155,5
0,2674897,3
0,4705075,7
0,3635117,6
0,3909465,7
0,4883402,7
0,3731138,7
0,4499314,7
0,2208505,4
0,3415638,6
0,521262,9
0,3731138,6
0,2112483,5
0,4855967,10
0,3347051,5
0,3278464,7
0,3429355,7
0,5253772,10
0,2702332,4
0,4252401,7
0,3772291,7
0,2894376,5
0,303155,4
0,4032922,8
0,5102881,7
0,1961591,3
0,2798354,5
0,4142661,6
0,2798354,4
0,2935528,4
0,4430727,8
0,3525377,6
0,4032922,5
0,1769547,5
0,2880659,5
0,351166,6
0,3731138,7
0,3635117,4
0,4444444,6
0,2565158,5
0,2688614,4
0,3374486,6
0,3415638,6
0,4691358,9
0,4101509,6
0,4691358,7
0,297668,4
0,4485597,9
0,3155007,5
0,2331962,4
0,3360768,5
0,2812071,4
0,4074074,6
0,3978052,7
0,3141289,4
0,3443073,5
0,6090535,9
0,4869685,7
0,4156379,9
0,340192,5
0,2798354,6
0,3827161,5
0,2304527,5
0,5418381,8
0,3744856,5
0,4074074,6
0,2866941,6
0,2633745,4
0,3017833,4
0,4183813,6
0,3292181,6
0,4211248,6
0,2908093,4
0,4938272,6
0,5445816,12
0,3305899,6
0,2894376,5
0,3552812,7
0,2194787,5
0,3470508,7
0,4869685,8
0,3305899,5
0,3045267,5
0,2524005,5
0,3566529,8
0,3470508,6
0,4458162,7
0,4705075,6
0,473251,7
0,4389575,7
0,4224966,7
0,3347051,4
0,4060357,6
0,3155007,5
0,3744856,7
0,2757202,4
0,3923182,8
0,2455418,4
0,2839506,5
0,4046639,6
0,2853224,6
0,3319616,5
0,3827161,6
0,2921811,5
0,5240055,7
0,3388203,6
0,3840878,7
0,3854595,7
0,4252401,8
0,4128944,6
0,3415638,6
0,3799726,6
0,3978052,6
0,3580247,6
0,4540466,7
0,3100137,4
0,3305899,4
0,2894376,5
0,4773663,8
0,4293553,9
0,3758574,5
0,4746228,5
0,4211248,8
0,4403292,7
0,3978052,5
0,4636488,9
0,1454047,2
0,473251,9
0,3950617,6
0,3278464,5
0,4334705,8
0,4266118,8
0,5349794,8
0,1632373,2
0,4032922,6
0,351166,4
0,3388203,4
0,2866941,4
0,4609053,8
0,2921811,5
0,3923182,5
0,3731138,6
0,2331962,4
0,2222222,4
0,2880659,4
